1143;N
7543;N
7544;N
7241;N
7242;N
6732;N
7393;N
7394;N
7406;N
7411;N
7465;N
4349;N
4350;N
4351;N
4352;N
4353;N
4354;N
5093;N
5094;N
7820;N
5097;N
5098;N
5095;N
5096;N
7821;N
5099;N
5100;N
3085;N
5706;N
5939;N
5940;N
7255;N
3086;N
1739;N
2008;N
3585;N
3586;N
3587;N
3588;N
2782;N
2776;N
2779;N
2784;N
2780;N
2781;N
2775;N
2783;N
153;N
155;N
154;N
156;N
6118;N
6119;N
5639;N
5640;N
4982;N
5077;N
4991;N
4992;N
5078;N
5079;N
6477;N
6478;N
6479;N
6480;N
6481;N
6482;N
6483;N
6484;N
6485;N
6486;N
6487;N
6488;N
6489;N
6490;N
6491;N
6492;N
6493;N
6494;N
6495;N
6496;N
6497;N
6498;N
6504;N
6505;N
6664;N
6635;N
6734;N
6507;N
6499;N
6500;N
6501;N
6502;N
6503;N
6258;N
6259;N
6261;N
7100;N
7178;N
7180;N
7176;N
5624;N
6123;N
5625;N
6121;N
6122;N
5733;N
5802;N
5803;N
5804;N
5805;N
5806;N
5734;N
5987;N
5989;N
5990;N
5735;N
5807;N
5808;N
5809;N
5810;N
5811;N
5812;N
6087;N
6066;N
6059;N
6061;N
6452;N
6429;N
6430;N
6471;N
7917;N
7918;N
7919;N
7166;N
7167;N
2292;N
2291;N
2177;N
2178;N
557;N
556;N
2257;N
2258;N
2274;N
2037;N
2038;N
2069;Y
2073;Y
2074;Y
2075;Y
2076;Y
2077;Y
2078;Y
2134;N
2135;N
2136;N
2137;N
2138;N
2139;N
4300;N
4301;N
4302;N
4303;N
4304;N
4321;N
1382;N
4697;N
4721;N
1383;N
4698;N
4720;N
1904;N
1384;Y
1385;Y
1386;Y
1387;Y
1388;Y
1389;Y
4961;N
4962;N
4959;N
4960;N
4963;N
4964;N
4965;N
4966;N
5219;N
5220;N
5221;N
5222;N
4967;N
4968;N
4969;N
4971;N
4970;N
4972;N
5193;N
5194;N
5584;N
5585;N
5586;N
3667;N
3671;N
3668;N
3672;N
3669;Y
3673;Y
3670;Y
3674;Y
467;N
3889;Y
3890;Y
3887;Y
3888;Y
5375;N
301;N
434;N
435;N
436;N
437;N
439;N
446;N
450;N
1332;N
1333;N
1334;N
1335;N
1336;N
1337;Y
1338;Y
1339;Y
1340;N
1341;N
1342;N
1343;N
1359;N
1360;N
1361;Y
1362;Y
2260;Y
2273;N
558;N
559;N
560;Y
561;Y
3463;N
3486;N
3487;Y
3488;Y
279;N
280;N
281;Y
284;N
282;Y
285;Y
283;Y
286;Y
7733;N
7734;N
7736;N
7737;N
7743;N
7744;N
7745;N
7746;N
5509;N
5946;N
7839;N
6985;N
5962;Y
3886;N
7735;N
7738;N
